Store,Date,Dept,Weekly_Sales,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Super_Bowl,Labor_Day,Thanksgiving,Christmas,week,month,year
14,2011-11-04,94,55147.95,1,200898,43.92,3.551,0,0,0,0,0,187.9703629,8.523,0,0,0,0,0,45,11,2011
14,2011-11-11,94,53937.13,1,200898,47.65,3.53,11376.03,22505.23,1079.89,2679.33,4257.94,188.0632345,8.523,0,0,0,0,0,46,11,2011
14,2011-11-18,94,54262.25,1,200898,51.34,3.53,16308.11,749.9,273.72,2331.53,9347,188.1983654,8.523,0,0,0,0,0,47,11,2011
14,2011-11-25,94,64180.44,1,200898,48.71,3.492,286.52,54,89402.64,13,1915.8,188.3504,8.523,1,0,0,1,0,48,11,2011
14,2011-12-02,94,47618.01,1,200898,50.19,3.452,6428.59,0,3657.58,2939.92,34955.25,188.5024346,8.523,0,0,0,0,0,49,12,2011
14,2011-12-09,94,55867.11,1,200898,46.57,3.415,7297.72,15,342.71,4849,7509.9,188.6544692,8.523,0,0,0,0,0,50,12,2011
14,2011-12-16,94,51414.81,1,200898,39.93,3.413,5398.47,6.12,881.17,290.64,6390.47,188.7979349,8.523,0,0,0,0,0,51,12,2011
14,2011-12-23,94,63514.58,1,200898,42.27,3.389,924.14,112.73,2127.77,80.02,4638.81,188.9299752,8.523,0,0,0,0,0,52,12,2011
14,2011-12-30,94,47225.95,1,200898,37.79,3.389,7844.31,70574.85,312.98,1559.84,2851.33,189.0620155,8.523,1,0,0,0,1,53,12,2011
14,2012-01-06,94,61315.42,1,200898,35.88,3.422,10428.95,39234.09,839.74,981.17,15911.56,189.1940558,8.424,0,0,0,0,0,1,01,2012
14,2012-01-13,94,56326.25,1,200898,41.18,3.513,4605.8,21593.85,636.54,727.57,4054.79,189.3260962,8.424,0,0,0,0,0,2,01,2012
14,2012-01-20,94,61070.61,1,200898,31.85,3.533,5037.95,4952.93,860.9,2560.08,5386.74,189.4214733,8.424,0,0,0,0,0,3,01,2012
14,2012-01-27,94,52887.41,1,200898,37.93,3.567,3468.31,2195.14,689.52,252.01,2128.36,189.5168505,8.424,0,0,0,0,0,4,01,2012
14,2012-02-03,94,60212.19,1,200898,42.96,3.617,78124.5,4232.19,788.56,46081.94,14550.73,189.6122277,8.424,0,0,0,0,0,5,02,2012
14,2012-02-10,94,62181.12,1,200898,37.0,3.64,17118.97,6533.16,285.82,11597.23,6174.43,189.7076048,8.424,1,1,0,0,0,6,02,2012
14,2012-02-17,94,70904.65,1,200898,36.85,3.695,23664.75,13769.67,143.36,11965.7,10506.12,189.8424834,8.424,0,0,0,0,0,7,02,2012
14,2012-02-24,94,57730.48,1,200898,42.86,3.739,15074.23,8644.89,4.2,4450.84,7278.87,190.0069881,8.424,0,0,0,0,0,8,02,2012
14,2012-03-02,94,59173.51,1,200898,41.55,3.816,20212.56,1991.38,46.67,11970.8,6876.57,190.1714927,8.424,0,0,0,0,0,9,03,2012
14,2012-03-09,94,64236.67,1,200898,45.52,3.848,15710.87,1050.48,1.49,2302.28,2702.96,190.3359973,8.424,0,0,0,0,0,10,03,2012
14,2012-03-16,94,58412.27,1,200898,50.56,3.862,6021.47,280.43,5.5,1814.5,1581.84,190.4618964,8.424,0,0,0,0,0,11,03,2012
14,2012-03-23,94,55760.0,1,200898,59.45,3.9,4718.7,348.81,6.85,353.11,3726.39,190.5363213,8.424,0,0,0,0,0,12,03,2012
14,2012-03-30,94,55118.4,1,200898,50.04,3.953,11267.8,185.8,8.84,1152.46,2509.18,190.6107463,8.424,0,0,0,0,0,13,03,2012
14,2012-04-06,94,66421.89,1,200898,49.73,3.996,8376.85,0,81.19,3578.4,4857.19,190.6851712,8.567,0,0,0,0,0,14,04,2012
14,2012-04-13,94,57416.84,1,200898,51.83,4.044,5236.77,13739.76,51.75,984.02,2638.42,190.7595962,8.567,0,0,0,0,0,15,04,2012
14,2012-04-20,94,60086.85,1,200898,63.13,4.027,32124.49,6870.09,100.15,2213.04,3706.04,190.8138013,8.567,0,0,0,0,0,16,04,2012
14,2012-04-27,94,57333.99,1,200898,53.2,4.004,3548.09,0.35,45.88,78.21,4193.26,190.8680064,8.567,0,0,0,0,0,17,04,2012
14,2012-05-04,94,61814.95,1,200898,55.21,3.951,21068.05,0,128.13,5490.93,2764.55,190.9222115,8.567,0,0,0,0,0,18,05,2012
14,2012-05-11,94,60668.53,1,200898,61.24,3.889,10626.27,0,131.11,1664.04,10557.13,190.9764167,8.567,0,0,0,0,0,19,05,2012
14,2012-05-18,94,72684.73,1,200898,66.3,3.848,8818.97,0,8.88,1297.39,3330.23,190.9964479,8.567,0,0,0,0,0,20,05,2012
14,2012-05-25,94,62923.26,1,200898,67.21,3.798,11421.79,0,634.52,1071.25,3204.72,191.0028096,8.567,0,0,0,0,0,21,05,2012
14,2012-06-01,94,63768.49,1,200898,74.48,3.742,7765.54,11,185.64,2473.3,2603.92,191.0091712,8.567,0,0,0,0,0,22,06,2012
14,2012-06-08,94,66083.54,1,200898,64.3,3.689,4636.1,570.2,172.7,1103.04,8024.53,191.0155329,8.567,0,0,0,0,0,23,06,2012
14,2012-06-15,94,60878.12,1,200898,71.93,3.62,10737.66,423.4,5.06,1904.52,3823.07,191.0299731,8.567,0,0,0,0,0,24,06,2012
14,2012-06-22,94,53234.53,1,200898,74.22,3.564,10291.35,317,4.3,3292.07,6115.51,191.0646096,8.567,0,0,0,0,0,25,06,2012
14,2012-06-29,94,52596.45,1,200898,75.22,3.506,4575.3,211.7,0,304.94,2686.11,191.0992462,8.567,0,0,0,0,0,26,06,2012
14,2012-07-06,94,64302.58,1,200898,82.99,3.475,7024.93,416.3,83.47,6927.24,6002.43,191.1338827,8.684,0,0,0,0,0,27,07,2012
14,2012-07-13,94,51817.91,1,200898,79.97,3.523,9158.47,-2.5,5.37,4516.68,2574.55,191.1685192,8.684,0,0,0,0,0,28,07,2012
14,2012-07-20,94,54137.04,1,200898,78.89,3.567,4564.87,58.48,19.69,1418.34,3764.15,191.1670428,8.684,0,0,0,0,0,29,07,2012
14,2012-07-27,94,50343.86,1,200898,77.2,3.647,4945.52,113.66,4.1,10751.35,3298.31,191.1655664,8.684,0,0,0,0,0,30,07,2012
14,2012-08-03,94,52059.02,1,200898,76.58,3.654,17465.29,37.82,110.8,13149.34,5089.95,191.16409,8.684,0,0,0,0,0,31,08,2012
14,2012-08-10,94,53409.81,1,200898,78.65,3.722,32432.09,23.68,32.44,4309.81,3570.81,191.1626135,8.684,0,0,0,0,0,32,08,2012
14,2012-08-17,94,51503.61,1,200898,75.71,3.807,4625.55,62.5,5.84,2100.73,2663.23,191.2284919,8.684,0,0,0,0,0,33,08,2012
14,2012-08-24,94,48682.4,1,200898,72.62,3.834,6647.88,34.56,255.31,6931.8,9414.1,191.3448865,8.684,0,0,0,0,0,34,08,2012
14,2012-08-31,94,48956.14,1,200898,75.09,3.867,24718.73,9.94,120.98,14110.32,3332.99,191.461281,8.684,0,0,0,0,0,35,08,2012
14,2012-09-07,94,53861.61,1,200898,75.7,3.911,6623.84,6.97,34.35,2720.17,5498.39,191.5776756,8.684,1,0,1,0,0,36,09,2012
14,2012-09-14,94,49059.77,1,200898,67.87,3.948,11320.02,0,28.2,855.45,1743.58,191.69985,8.684,0,0,0,0,0,37,09,2012
14,2012-09-21,94,49514.56,1,200898,65.32,4.038,21474.27,98.28,29.88,1924.92,15282.51,191.8567038,8.684,0,0,0,0,0,38,09,2012
14,2012-09-28,94,47503.45,1,200898,64.88,3.997,3816.64,38.19,8.16,2545.14,3536.04,192.0135577,8.684,0,0,0,0,0,39,09,2012
14,2012-10-05,94,51539.81,1,200898,64.89,3.985,9219.05,0,12.04,3592,3300.66,192.1704115,8.667,0,0,0,0,0,40,10,2012
14,2012-10-12,94,50891.8,1,200898,54.47,4.0,3214.56,0,20.28,822.73,7207.7,192.3272654,8.667,0,0,0,0,0,41,10,2012
14,2012-10-19,94,48198.4,1,200898,56.47,3.969,4192.74,0,17.46,1076.25,3839.99,192.3308542,8.667,0,0,0,0,0,42,10,2012
14,2012-10-26,94,52082.5,1,200898,58.85,3.882,9258.41,99.19,117.84,1489.28,1433.31,192.3088989,8.667,0,0,0,0,0,43,10,2012
14,2010-02-05,95,213042.66,1,200898,27.31,2.784,0,0,0,0,0,181.8711898,8.992,0,0,0,0,0,6,02,2010
14,2010-02-12,95,114381.3,1,200898,27.73,2.773,0,0,0,0,0,181.982317,8.992,1,1,0,0,0,7,02,2010
14,2010-02-19,95,141663.36,1,200898,31.27,2.745,0,0,0,0,0,182.0347816,8.992,0,0,0,0,0,8,02,2010
14,2010-02-26,95,151818.16,1,200898,34.89,2.754,0,0,0,0,0,182.0774691,8.992,0,0,0,0,0,9,02,2010
14,2010-03-05,95,159118.95,1,200898,37.13,2.777,0,0,0,0,0,182.1201566,8.992,0,0,0,0,0,10,03,2010
14,2010-03-12,95,157807.89,1,200898,45.8,2.818,0,0,0,0,0,182.1628441,8.992,0,0,0,0,0,11,03,2010
14,2010-03-19,95,154116.17,1,200898,48.79,2.844,0,0,0,0,0,182.0779857,8.992,0,0,0,0,0,12,03,2010
14,2010-03-26,95,144524.66,1,200898,54.36,2.854,0,0,0,0,0,181.9718697,8.992,0,0,0,0,0,13,03,2010
14,2010-04-02,95,156857.57,1,200898,47.74,2.85,0,0,0,0,0,181.8657537,8.899,0,0,0,0,0,14,04,2010
14,2010-04-09,95,151251.88,1,200898,65.45,2.869,0,0,0,0,0,181.7596377,8.899,0,0,0,0,0,15,04,2010
14,2010-04-16,95,160869.74,1,200898,54.28,2.899,0,0,0,0,0,181.6924769,8.899,0,0,0,0,0,16,04,2010
14,2010-04-23,95,162816.31,1,200898,53.47,2.902,0,0,0,0,0,181.6772564,8.899,0,0,0,0,0,17,04,2010
14,2010-04-30,95,158640.34,1,200898,53.15,2.921,0,0,0,0,0,181.6620359,8.899,0,0,0,0,0,18,04,2010
14,2010-05-07,95,186083.37,1,200898,70.75,2.966,0,0,0,0,0,181.6468154,8.899,0,0,0,0,0,19,05,2010
14,2010-05-14,95,160842.49,1,200898,54.26,2.982,0,0,0,0,0,181.6612792,8.899,0,0,0,0,0,20,05,2010
14,2010-05-21,95,166187.09,1,200898,62.62,2.958,0,0,0,0,0,181.8538486,8.899,0,0,0,0,0,21,05,2010
14,2010-05-28,95,181338.33,1,200898,69.27,2.899,0,0,0,0,0,182.0464181,8.899,0,0,0,0,0,22,05,2010
14,2010-06-04,95,185532.46,1,200898,75.93,2.847,0,0,0,0,0,182.2389876,8.899,0,0,0,0,0,23,06,2010
14,2010-06-11,95,179312.44,1,200898,69.71,2.809,0,0,0,0,0,182.4315571,8.899,0,0,0,0,0,24,06,2010
14,2010-06-18,95,177254.47,1,200898,72.62,2.78,0,0,0,0,0,182.4424199,8.899,0,0,0,0,0,25,06,2010
14,2010-06-25,95,178621.33,1,200898,79.32,2.808,0,0,0,0,0,182.3806,8.899,0,0,0,0,0,26,06,2010
14,2010-07-02,95,190412.82,1,200898,76.61,2.815,0,0,0,0,0,182.3187801,8.743,0,0,0,0,0,27,07,2010
14,2010-07-09,95,183704.26,1,200898,82.45,2.793,0,0,0,0,0,182.2569603,8.743,0,0,0,0,0,28,07,2010
14,2010-07-16,95,163339.54,1,200898,77.84,2.783,0,0,0,0,0,182.2604411,8.743,0,0,0,0,0,29,07,2010
14,2010-07-23,95,163268.42,1,200898,81.46,2.771,0,0,0,0,0,182.3509895,8.743,0,0,0,0,0,30,07,2010
14,2010-07-30,95,163185.2,1,200898,79.78,2.781,0,0,0,0,0,182.4415378,8.743,0,0,0,0,0,31,07,2010
14,2010-08-06,95,179900.51,1,200898,77.17,2.784,0,0,0,0,0,182.5320862,8.743,0,0,0,0,0,32,08,2010
14,2010-08-13,95,165867.87,1,200898,78.44,2.805,0,0,0,0,0,182.6226346,8.743,0,0,0,0,0,33,08,2010
14,2010-08-20,95,159712.77,1,200898,76.01,2.779,0,0,0,0,0,182.6165205,8.743,0,0,0,0,0,34,08,2010
14,2010-08-27,95,152402.13,1,200898,71.36,2.755,0,0,0,0,0,182.6104063,8.743,0,0,0,0,0,35,08,2010
14,2010-09-03,95,171688.78,1,200898,78.37,2.715,0,0,0,0,0,182.6042922,8.743,0,0,0,0,0,36,09,2010
14,2010-09-10,95,173022.47,1,200898,70.87,2.699,0,0,0,0,0,182.598178,8.743,1,0,1,0,0,37,09,2010
14,2010-09-17,95,151134.88,1,200898,66.55,2.706,0,0,0,0,0,182.622509,8.743,0,0,0,0,0,38,09,2010
14,2010-09-24,95,149821.35,1,200898,68.59,2.713,0,0,0,0,0,182.6696737,8.743,0,0,0,0,0,39,09,2010
14,2010-10-01,95,146998.17,1,200898,70.58,2.707,0,0,0,0,0,182.7168385,8.724,0,0,0,0,0,40,10,2010
14,2010-10-08,95,164514.46,1,200898,56.49,2.764,0,0,0,0,0,182.7640032,8.724,0,0,0,0,0,41,10,2010
14,2010-10-15,95,145249.56,1,200898,58.61,2.868,0,0,0,0,0,182.8106203,8.724,0,0,0,0,0,42,10,2010
14,2010-10-22,95,140463.12,1,200898,53.15,2.917,0,0,0,0,0,182.8558685,8.724,0,0,0,0,0,43,10,2010
14,2010-10-29,95,141885.41,1,200898,61.3,2.921,0,0,0,0,0,182.9011166,8.724,0,0,0,0,0,44,10,2010
14,2010-11-05,95,143260.0,1,200898,45.65,2.917,0,0,0,0,0,182.9463648,8.724,0,0,0,0,0,45,11,2010
14,2010-11-12,95,137085.29,1,200898,46.14,2.931,0,0,0,0,0,182.9916129,8.724,0,0,0,0,0,46,11,2010
